Label,SMS_Message
spam,"For ur chance to win a £250 cash every wk TXT: ACTION to 80608. T's&C's www.movietrivia.tv custcare 08712405022, 1x150p/wk."
ham,What time should I tell my friend to be around?
ham,I cant pick the phone right now. Pls send a message
ham,Boy; I love u Grl: Hogolo Boy: gold chain kodstini Grl: Agalla Boy: necklace madstini Grl: agalla Boy: Hogli 1 mutai eerulli kodthini! Grl: I love U kano;-)
ham,Can you just come in for a sec? There's somebody here I want you to see
spam,"Hi babe its Chloe, how r u? I was smashed on saturday night, it was great! How was your weekend? U been missing me? SP visionsms.com Text stop to stop 150p/text"
ham,Thinking of u ;) x
ham,About &lt;#&gt; bucks. The banks fees are fixed. Better to call the bank and find out.
ham,"Send ur birthdate with month and year, I will tel u ur LIFE PARTNER'S name. and the method of calculation. Reply must."
ham,"Good morning, my Love ... I go to sleep now and wish you a great day full of feeling better and opportunity ... You are my last thought babe, I LOVE YOU *kiss*"
spam,Urgent Ur £500 guaranteed award is still unclaimed! Call 09066368327 NOW closingdate04/09/02 claimcode M39M51 £1.50pmmorefrommobile2Bremoved-MobyPOBox734LS27YF
spam,"WELL DONE! Your 4* Costa Del Sol Holiday or £5000 await collection. Call 09050090044 Now toClaim. SAE, TCs, POBox334, Stockport, SK38xh, Cost£1.50/pm, Max10mins"
ham,i want to grasp your pretty booty :)
ham,Am i that much dirty fellow?
ham,Okay lor... Will they still let us go a not ah? Coz they will not know until later. We drop our cards into the box right?
ham,"Under the sea, there lays a rock. In the rock, there is an envelope. In the envelope, there is a paper. On the paper, there are 3 words... '"
ham,7 at esplanade.. Do ü mind giving me a lift cos i got no car today..
ham,ARE YOU IN TOWN? THIS IS V. IMPORTANT
ham,How are you doing? Hope you've settled in for the new school year. Just wishin you a gr8 day
ham,Will be out of class in a few hours. Sorry
spam,Great NEW Offer - DOUBLE Mins & DOUBLE Txt on best Orange tariffs AND get latest camera phones 4 FREE! Call MobileUpd8 free on 08000839402 NOW! or 2stoptxt T&Cs
ham,So your telling me I coulda been your real Valentine and I wasn't? U never pick me for NOTHING!!
spam,FREE entry into our £250 weekly competition just text the word WIN to 80086 NOW. 18 T&C www.txttowin.co.uk
ham,Oooh bed ridden ey? What are YOU thinking of?
ham,Carlos is taking his sweet time as usual so let me know when you and patty are done/want to smoke and I'll tell him to haul ass
ham,Bognor it is! Should be splendid at this time of year.
ham,"HEY KATE, HOPE UR OK... WILL GIVE U A BUZ WEDLUNCH. GO OUTSOMEWHERE 4 ADRINK IN TOWN..CUD GO 2WATERSHD 4 A BIT? PPL FROMWRK WILL BTHERE. LOVE PETEXXX."
ham,Thanks honey but still haven't heard anything I will leave it a bit longer so not 2 crowd him and will try later - great advice thanks hope cardiff is still there!
ham,Are you ok. What happen to behave like this
ham,If you don't respond imma assume you're still asleep and imma start calling n shit
ham,Why i come in between you people
spam,"U can WIN £100 of Music Gift Vouchers every week starting NOW Txt the word DRAW to 87066 TsCs www.Idew.com SkillGame, 1Winaweek, age16. 150ppermessSubscription"
ham,Ü come lt 25 n pass to me lar
ham,Great comedy..cant stop laughing da:)
ham,Was the actual exam harder than NBME
ham,It is only yesterday true true.
ham,Ding me on ya break fassyole! Blacko from londn
ham,Sitting in mu waiting for everyone to get out of my suite so I can take a shower
spam,"Dear Voucher Holder, To claim this weeks offer, at your PC please go to http://www.wtlp.co.uk/text. Ts&Cs apply."
ham,This is all just creepy and crazy to me.
ham,Where r e meeting tmr?
ham,I want to lick your pussy now...
ham,U should have made an appointment
spam,Enjoy the jamster videosound gold club with your credits for 2 new videosounds+2 logos+musicnews! get more fun from jamster.co.uk! 16+only Help? call: 09701213186
ham,"Yeah that's what I thought, lemme know if anything's goin on later"
spam,URGENT! We are trying to contact you. Last weekends draw shows that you have won a £900 prize GUARANTEED. Call 09061701939. Claim code S89. Valid 12hrs only
ham,Omg if its not one thing its another. My cat has worms :/ when does this bad day end?
ham,Ok i found dis pierre cardin one which looks normal costs 20 its on sale.
ham,I got your back! Do you have any dislikes in bed?
ham,"K, I'll work something out"
ham,So what did the bank say about the money?
ham,U buy newspapers already?
ham,Its a part of checking IQ
ham,Hurry home u big butt. Hang up on your last caller if u have to. Food is done and I'm starving. Don't ask what I cooked.
spam,Save money on wedding lingerie at www.bridal.petticoatdreams.co.uk Choose from a superb selection with national delivery. Brought to you by WeddingFriend
ham,I'm watching lotr w my sis dis aft. So u wan 2 meet me 4 dinner at nite a not?
ham,"Hi, wlcome back, did wonder if you got eaten by a lion or something, nothing much"
spam,"Congrats! 1 year special cinema pass for 2 is yours. call 09061209465 now! C Suprman V, Matrix3, StarWars3, etc all 4 FREE! bx420-ip4-5we. 150pm. Dont miss out!"
ham,Captain is in our room:)
ham,K...k...yesterday i was in cbe .
ham,Ok no prob...
ham,His bday real is in april .
ham,Same. Wana plan a trip sometme then
ham,Babe !!!! I LOVE YOU !!!! *covers your face in kisses*
ham,Tomorrow i am not going to theatre. . . So i can come wherever u call me. . . Tell me where and when to come tomorrow
ham,* Will be september by then!
spam,Todays Voda numbers ending 1225 are selected to receive a £50award. If you have a match please call 08712300220 quoting claim code 3100 standard rates app
ham,CHEERS LOU! YEAH WAS A GOODNITE SHAME U NEVA CAME! C YA GAILxx
ham,That seems unnecessarily affectionate
ham,"Sorry, I'll call later"
spam,Free 1st week entry 2 TEXTPOD 4 a chance 2 win 40GB iPod or £250 cash every wk. Txt POD to 84128 Ts&Cs www.textpod.net custcare 08712405020.
ham,Its &lt;#&gt; k here oh. Should i send home for sale.
ham,Pls go there today &lt;#&gt; . I dont want any excuses
ham,Yup n her fren lor. I'm meeting my fren at 730.
ham,Need a coffee run tomo?Can't believe it's that time of week already
ham,Thanks for your message. I really appreciate your sacrifice. I'm not sure of the process of direct pay but will find out on my way back from the test tomorrow. I'm in class now. Do have a wonderful day.
ham,Thats cool. i liked your photos. You are very sexy!
ham,Thank u!
ham,Will be office around 4 pm. Now i am going hospital.
ham,"Haha awesome, I might need to take you up on that, what you doin tonight?"
ham,No probably &lt;#&gt; %.
ham,Miss call miss call khelate kintu opponenter miss call dhorte lage. Thats d rule. One with great phone receiving quality wins.
ham,alright. Thanks for the advice. Enjoy your night out. I'ma try to get some sleep...
ham,Are u awake? Is there snow there?
ham,I will be outside office take all from there
ham,No i am not having not any movies in my laptop
spam,"For ur chance to win £250 cash every wk TXT: PLAY to 83370. T's&C's www.music-trivia.net custcare 08715705022, 1x150p/wk."
ham,"We know TAJ MAHAL as symbol of love. But the other lesser known facts 1. Mumtaz was Shahjahan's 4th wife, out of his 7 wifes. 2. Shahjahan killed Mumtaz's husband to marry her. 3. Mumtaz died in her &lt;#&gt; th delivery. 4. He then married Mumtaz's sister. Question arises where the Hell is the LOVE?:-| -The Great Hari-"
ham,Yo we are watching a movie on netflix
ham,Don't look back at the building because you have no coat and i don't want you to get more sick. Just hurry home and wear a coat to the gym!!!
ham,"Hello lover! How goes that new job? Are you there now? Are you happy? Do you think of me? I wake, my slave and send you a teasing kiss from across the sea"
ham,;-) ok. I feel like john lennon.
ham,Me fine..absolutly fine
ham,IM GONNA MISS U SO MUCH
ham,That's a shame! Maybe cld meet for few hrs tomo?
ham,Ü still got lessons? Ü in sch?
ham,I wont get concentration dear you know you are my mind and everything :-)
ham,No da..today also i forgot..
ham,No drama Pls.i have had enough from you and family while i am struggling in the hot sun in a strange place.No reason why there should be an ego of not going 'IF NOT INVITED' when actually its necessity to go.wait for very serious reppurcussions.
ham,"No we put party 7 days a week and study lightly, I think we need to draw in some custom checkboxes so they know we're hardcore"
ham,"That way transport is less problematic than on sat night. By the way, if u want to ask n to join my bday, feel free. But need to know definite nos as booking on fri."
ham,"Can you tell Shola to please go to college of medicine and visit the academic department, tell the academic secretary what the current situation is and ask if she can transfer there. She should ask someone to check Sagamu for the same thing and lautech. Its vital she completes her medical education in Nigeria. Its less expensive much less expensive. Unless she will be getting citizen rates in new zealand."
ham,"Vikky, come around &lt;TIME&gt; .."
ham,Fwiw the reason I'm only around when it's time to smoke is that because of gas I can only afford to be around when someone tells me to be and that apparently only happens when somebody wants to light up
ham,Its a valentine game. . . send dis msg to all ur friends. . If 5 answers r d same then someone really loves u. . Ques- which colour suits me the best?
spam,No. 1 Nokia Tone 4 ur mob every week! Just txt NOK to 87021. 1st Tone FREE ! so get txtin now and tell ur friends. 150p/tone. 16 reply HL 4info
ham,Am slow in using biola's fne
ham,Good morning. At the repair shop--the ONLY reason i'm up at this hour.
ham,K and you're sure I don't have to have consent forms to do it :V
ham,Waiting for your call.
ham,If I die I want u to have all my stuffs.
ham,O we cant see if we can join denis and mina? Or does denis want alone time
ham,"K, fyi I'm back in my parents' place in south tampa so I might need to do the deal somewhere else"
spam,"Welcome to Select, an O2 service with added benefits. You can now call our specially trained advisors FREE from your mobile by dialling 402."
ham,I love to wine and dine my lady!
ham,Waiting 4 my tv show 2 start lor... U leh still busy doing ur report?
spam,Summers finally here! Fancy a chat or flirt with sexy singles in yr area? To get MATCHED up just reply SUMMER now. Free 2 Join. OptOut txt STOP Help08714742804
ham,"Fun fact: although you would think armand would eventually build up a tolerance or some shit considering how much he smokes, he gets fucked up in like 2 hits"
ham,"Although i told u dat i'm into baig face watches now but i really like e watch u gave cos it's fr u. Thanx 4 everything dat u've done today, i'm touched..."
ham,So how many days since then?
ham,"Like &lt;#&gt; , same question"
ham,"Hello, hello, hi lou sorry it took so long 2 reply- I left mobile at friends in Lancaster, just got it bak Neway im sorry I couldnt make ur bday 2 hun!"
spam,Call Germany for only 1 pence per minute! Call from a fixed line via access number 0844 861 85 85. No prepayment. Direct access!
ham,WOT U WANNA DO THEN MISSY?
ham,I will come tomorrow di
spam,<Forwarded from 21870000>Hi - this is your Mailbox Messaging SMS alert. You have 4 messages. You have 21 matches. Please call back on 09056242159 to retrieve your messages and matches
ham,Dont think you need yellow card for uk travel. Ask someone that has gone before. If you do its just &lt;#&gt; bucks
ham,Then wat r u doing now? Busy wif work?
ham,Its ok my arm is feeling weak cuz i got a shot so we can go another time
ham,Uhhhhrmm isnt having tb test bad when youre sick
spam,PRIVATE! Your 2003 Account Statement for shows 800 un-redeemed S. I. M. points. Call 08718738002 Identifier Code: 48922 Expires 21/11/04
ham,U dun say so early hor... U c already then say...
spam,"Shop till u Drop, IS IT YOU, either 10K, 5K, £500 Cash or £100 Travel voucher, Call now, 09064011000. NTT PO Box CR01327BT fixedline Cost 150ppm mobile vary"
ham,"Beautiful Truth against Gravity.. Read carefully: ""Our heart feels light when someone is in it.. But it feels very heavy when someone leaves it.."" GOOD NIGHT"
ham,"Hi hope u r both ok, he said he would text and he hasn't, have u seen him, let me down gently please"
ham,"Geeeee ... Your internet is really bad today, eh ?"
ham,That's cause your old. I live to be high.
spam,You have been specially selected to receive a 2000 pound award! Call 08712402050 BEFORE the lines close. Cost 10ppm. 16+. T&Cs apply. AG Promo
ham,"Plz note: if anyone calling from a mobile Co. &amp; asks u to type # &lt;#&gt; or # &lt;#&gt; . Do not do so. Disconnect the call,coz it iz an attempt of 'terrorist' to make use of the sim card no. Itz confirmd by nokia n motorola n has been verified by CNN IBN."
ham,Nope... Think i will go for it on monday... Sorry i replied so late
ham,OK i'm waliking ard now... Do u wan me 2 buy anything go ur house?
ham,How is your schedule next week? I am out of town this weekend.
ham,"Nah, I'm a perpetual DD"
ham,Goodo! Yes we must speak friday - egg-potato ratio for tortilla needed!
ham,Ok i vl..do u know i got adsense approved..
ham,Huh y lei...
ham,EY! CALM DOWNON THEACUSATIONS.. ITXT U COS IWANA KNOW WOTU R DOIN AT THEW/END... HAVENTCN U IN AGES..RING ME IF UR UP4 NETHING SAT.LOVE J XXX.
ham,I'm okay. Chasing the dream. What's good. What are you doing next.
ham,Yes i will be there. Glad you made it.
ham,"True. It is passable. And if you get a high score and apply for phd, you get 5years of salary. So it makes life easier."
ham,What Today-sunday..sunday is holiday..so no work..
ham,"Wn u r hurt by d prsn who s close 2 u, do fight wit dem. Coz somtimes dis fight saves a relation bt being quiet leaves nothin in a relation.. Gud eveB-)"
ham,Oh k :)why you got job then whats up?
ham,Yoyyooo u know how to change permissions for a drive in mac. My usb flash drive
ham,I'm at work. Please call
ham,Oh for fuck's sake she's in like tallahassee
ham,I'm not driving... Raining! Then i'll get caught at e mrt station lor.
spam,Do you want a New Nokia 3510i Colour Phone Delivered Tomorrow? With 200 FREE minutes to any mobile + 100 FREE text + FREE camcorder Reply or Call 08000930705
ham,How are you. Its been ages. How's abj
spam,Free entry in 2 a wkly comp to win FA Cup final tkts 21st May 2005. Text FA to 87121 to receive entry question(std txt rate)T&C's apply 08452810075over18's
ham,Change windows logoff sound..
ham,That's y i said it's bad dat all e gals know u... Wat u doing now?
spam,25p 4 alfie Moon's Children in need song on ur mob. Tell ur m8s. Txt Tone charity to 8007 for Nokias or Poly charity for polys: zed 08701417012 profit 2 charity.
ham,"Thanx 4 the time weve spent 2geva, its bin mint! Ur my Baby and all I want is u!xxxx"
ham,SORRY IM STIL FUCKED AFTER LAST NITE WENT TOBED AT 430 GOT UP 4 WORK AT 630
spam,Dear Dave this is your final notice to collect your 4* Tenerife Holiday or #5000 CASH award! Call 09061743806 from landline. TCs SAE Box326 CW25WX 150ppm
spam,"WELL DONE! Your 4* Costa Del Sol Holiday or £5000 await collection. Call 09050090044 Now toClaim. SAE, TCs, POBox334, Stockport, SK38xh, Cost£1.50/pm, Max10mins"
ham,Sorry completely forgot * will pop em round this week if your still here?
ham,I'm going to try for 2 months ha ha only joking
ham,"[…] anyway, many good evenings to u! s"
ham,Hi. || Do u want | to join me with sts later? || Meeting them at five. || Call u after class.
ham,"I can probably come by, everybody's done around &lt;#&gt; right?"
ham,"Hi hope u get this txt~journey hasnt been gd,now about 50 mins late I think."
ham,"I call you later, don't have network. If urgnt, sms me."
ham,I am late. I will be there at
ham,"Hiya, probably coming home * weekend after next"
ham,No got new job at bar in airport on satsgettin 4.47per hour but means no lie in! keep in touch
ham,Great. Never been better. Each day gives even more reasons to thank God
ham,"Sorry man, my stash ran dry last night and I can't pick up more until sunday"
ham,Whom you waited for yesterday
ham,Oh k.k..where did you take test?
ham,What i mean is do they come chase you out when its over or is it stated you can watch as many movies as you want.
spam,YES! The only place in town to meet exciting adult singles is now in the UK. Txt CHAT to 86688 now! 150p/Msg.
ham,So gd got free ice cream... I oso wan...
ham,I'm at work. Please call
ham,Update your face book status frequently :)
ham,K I'll take care of it
ham,He also knows about lunch menu only da. . I know
ham,"Aight, I'll ask a few of my roommates"
ham,"Sorry, got a late start, we're on the way"
ham,Ok lor then we go tog lor...
ham,My phone
ham,"Haha figures, well I found the piece and priscilla's bowl"
ham,Sounds great! Im going to sleep now. Have a good night!
ham,I keep ten rs in my shelf:) buy two egg.
ham,"Fuck babe ... I miss you already, you know ? Can't you let me send you some money towards your net ? I need you ... I want you ... I crave you ..."
ham,Somebody should go to andros and steal ice
ham,K da:)how many page you want?
spam,"This is the 2nd time we have tried to contact u. U have won the £400 prize. 2 claim is easy, just call 087104711148 NOW! Only 10p per minute. BT-national-rate"
spam,PRIVATE! Your 2003 Account Statement for shows 800 un-redeemed S. I. M. points. Call 08719899230 Identifier Code: 41685 Expires 07/11/04
ham,We have pizza if u want
ham,R we still meeting 4 dinner tonight?
ham,"Watching cartoon, listening music &amp; at eve had to go temple &amp; church.. What about u?"
ham,"New Theory: Argument wins d SITUATION, but loses the PERSON. So dont argue with ur friends just.. . . . kick them &amp; say, I'm always correct.!"
ham,"Hey. What happened? U switch off ur cell d whole day. This isnt good. Now if u do care, give me a call tomorrow."
ham,Where in abj are you serving. Are you staying with dad or alone.
ham,Tell your friends what you plan to do on Valentines day @ &lt;URL&gt;
ham,Where are you ? What do you do ? How can you stand to be away from me ? Doesn't your heart ache without me ? Don't you wonder of me ? Don't you crave me ?
ham,No..few hours before.went to hair cut .
ham,K.i will send in &lt;#&gt; min:)
ham,No. Yes please. Been swimming?
ham,:)
ham,Ok u can take me shopping when u get paid =D
ham,"You are always putting your business out there. You put pictures of your ass on facebook. You are one of the most open people i've ever met. Why would i think a picture of your room would hurt you, make you feel violated."
ham,Roger that. We're probably going to rem in about 20
ham,Dude im no longer a pisces. Im an aquarius now.
ham,"That's good, because I need drugs"
spam,Congratulations ur awarded either a yrs supply of CDs from Virgin Records or a Mystery Gift GUARANTEED Call 09061104283 Ts&Cs www.smsco.net £1.50pm approx 3mins
ham,K I'll be sure to get up before noon and see what's what
ham,Eh u send wrongly lar...
ham,Thanx 4 e brownie it's v nice...
ham,Why she wants to talk to me
ham,Hahaha..use your brain dear
ham,"Probably gonna be here for a while, see you later tonight &lt;)"
ham,Lol for real. She told my dad I have cancer
ham,"Garbage bags, eggs, jam, bread, hannaford wheat chex"
ham,You lifted my hopes with the offer of money. I am in need. Especially when the end of the month approaches and it hurts my studying. Anyways have a gr8 weekend
ham,Sorry * was at the grocers.
ham,Ok. So april. Cant wait
ham,Well I might not come then...
ham,:-) yeah! Lol. Luckily i didn't have a starring role like you!
ham,There generally isn't one. It's an uncountable noun - u in the dictionary. pieces of research?
ham,He like not v shock leh. Cos telling shuhui is like telling leona also. Like dat almost all know liao. He got ask me abt ur reaction lor.
ham,Come to mahal bus stop.. &lt;DECIMAL&gt;
ham,So dont use hook up any how
spam,"Sunshine Hols. To claim ur med holiday send a stamped self address envelope to Drinks on Us UK, PO Box 113, Bray, Wicklow, Eire. Quiz Starts Saturday! Unsub Stop"
ham,"Yeah, probably here for a while"
ham,K.:)do it at evening da:)urgent:)
ham,will you like to be spoiled? :)
ham,"That means you got an A in epi, she.s fine. She.s here now."
ham,Nope thats fine. I might have a nap tho!
ham,Ok.
ham,Ok no prob. Take ur time.
ham,Pls confirm the time to collect the cheque.
ham,I thk 530 lor. But dunno can get tickets a not. Wat u doing now?
ham,"Dont worry, 1 day very big lambu ji vl come..til then enjoy batchlor party:-)"
ham,"Aight no rush, I'll ask jay"
ham,God's love has no limit. God's grace has no measure. God's power has no boundaries. May u have God's endless blessings always in ur life...!! Gud ni8
ham,Now press conference da:)
ham,Thank you. I like you as well...
spam,"Want to funk up ur fone with a weekly new tone reply TONES2U 2 this text. www.ringtones.co.uk, the original n best. Tones 3GBP network operator rates apply"
ham,"Save yourself the stress. If the person has a dorm account, just send your account details and the money will be sent to you."
ham,Dnt worry...use ice pieces in a cloth pack.also take 2 tablets.
ham,Spoons it is then okay?
ham,So wats ur opinion abt him and how abt is character?
ham,"I'm back &amp; we're packing the car now, I'll let you know if there's room"
ham,"I want to show you the world, princess :) how about europe?"
ham,Actually i'm waiting for 2 weeks when they start putting ad.
ham,For real when u getting on yo? I only need 2 more tickets and one more jacket and I'm done. I already used all my multis.
ham,"Trust me. Even if isn't there, its there."
ham,Nope i'm not drivin... I neva develop da photos lei...
ham,"I can't keep going through this. It was never my intention to run you out, but if you choose to do that rather than keep the room clean so *I* don't have to say no to visitors, then maybe that's the best choice. Yes, I wanted you to be embarassed, so maybe you'd feel for once how I feel when i have a friend who wants to drop buy and i have to say no, as happened this morning. I've tried everything. I don't know what else to do."
ham,Can ü all decide faster cos my sis going home liao..
ham,Rightio. 11.48 it is then. Well arent we all up bright and early this morning.
ham,Hi darlin im on helens fone im gonna b up the princes 2 nite please come up tb love Kate
ham,Dear good morning now only i am up
ham,No go. No openings for that room 'til after thanksgiving without an upcharge.
ham,"Dear friends, sorry for the late information. Today is the birthday of our loving Ar.Praveesh. for more details log on to face book and see. Its his number + &lt;#&gt; . Dont miss a delicious treat."
ham,I cant wait to see you! How were the photos were useful? :)
ham,Shall i come to get pickle
ham,"Haven't seen my facebook, huh? Lol!"
ham,Or u ask they all if next sat can a not. If all of them can make it then i'm ok lor.
ham,Yeah right! I'll bring my tape measure fri!
ham,Haven't left yet so probably gonna be here til dinner
ham,Am in gobi arts college
ham,"Good afternoon, my love. It was good to see your words on YM and get your tm. Very smart move, my slave ... *smiles* ... I drink my coffee and await you."
spam,"Urgent Urgent! We have 800 FREE flights to Europe to give away, call B4 10th Sept & take a friend 4 FREE. Call now to claim on 09050000555. BA128NNFWFLY150ppm"
spam,No 1 POLYPHONIC tone 4 ur mob every week! Just txt PT2 to 87575. 1st Tone FREE ! so get txtin now and tell ur friends. 150p/tone. 16 reply HL 4info
spam,"Spook up your mob with a Halloween collection of a logo & pic message plus a free eerie tone, txt CARD SPOOK to 8007 zed 08701417012150p per logo/pic"
ham,S da..al r above &lt;#&gt;
ham,Awww dat is sweet! We can think of something to do he he! Have a nice time tonight ill probably txt u later cos im lonely :( xxx.
ham,What was she looking for?
ham,Send me the new number
ham,"Watching cartoon, listening music &amp; at eve had to go temple &amp; church.. What about u?"
ham,K..k:)where are you?how did you performed?
ham,Guess which pub im in? Im as happy as a pig in clover or whatever the saying is!
ham,Hi i won't b ard 4 christmas. But do enjoy n merry x'mas.
ham,MAKE SURE ALEX KNOWS HIS BIRTHDAY IS OVER IN FIFTEEN MINUTES AS FAR AS YOU'RE CONCERNED
ham,HI DARLIN I HOPE YOU HAD A NICE NIGHT I WISH I HAD COME CANT WAIT TO SEE YOU LOVE FRAN PS I WANT DIRTY ANAL SEX AND I WANT A 10 MAN GANG BANG
ham,Are you happy baby ? Are you alright ? Did you take that job ? I hope your fine. I send you a kiss to make you smile from across the sea ... *kiss* *kiss*
spam,Well done ENGLAND! Get the official poly ringtone or colour flag on yer mobile! text TONE or FLAG to 84199 NOW! Opt-out txt ENG STOP. Box39822 W111WX £1.50
ham,Super da:)good replacement for murali
ham,You're right I have now that I think about it
ham,"I think I'm waiting for the same bus! Inform me when you get there, if you ever get there."
ham,SO IS TH GOWER MATE WHICH IS WHERE I AM!?! HOW R U MAN? ALL IS GOOD IN WALES ILL B BACK MORROW. C U THIS WK? WHO WAS THE MSG 4?  RANDOM!
ham,"Sorry, I'll call later in meeting"
ham,"K so am I, how much for an 8th? Fifty?"
ham,Mom wants to know where you at
spam,"Will u meet ur dream partner soon? Is ur career off 2 a flyng start? 2 find out free, txt HORO followed by ur star sign, e. g. HORO ARIES"
ham,K. I will sent it again
ham,"Camera quite good, 10.1mega pixels, 3optical and 5digital dooms. Have a lovely holiday, be safe and i hope you hav a good journey! Happy new year to you both! See you in a couple of weeks!"
ham,Okie
ham,"Yeah, probably earlier than that"
ham,Lmao ok I wont be needing u to do my hair anymore.
ham,Actually i deleted my old website..now i m blogging at magicalsongs.blogspot.com
ham,Ugh fuck it I'm resubbing to eve
ham,I remain unconvinced that this isn't an elaborate test of my willpower
ham,Hmm ill have to think about it... ok you're forgiven! =D
ham,Yar lor wait 4 my mum 2 finish sch then have lunch lor... I whole morning stay at home clean my room now my room quite clean... Hee...
ham,"YEH I AM DEF UP4 SOMETHING SAT,JUST GOT PAYED2DAY & I HAVBEEN GIVEN A£50 PAY RISE 4MY WORK & HAVEBEEN MADE PRESCHOOLCO-ORDINATOR 2I AM FEELINGOOD LUV"
ham,Don't give a flying monkeys wot they think and I certainly don't mind. Any friend of mine and all that!
ham,Why tired what special there you had
ham,Hello madam how are you ?
ham,Good Morning plz call me sir
ham,Hmm .. Bits and pieces lol ... *sighs* ...
ham,Still i have not checked it da. . .
ham,U GOIN OUT 2NITE?
ham,Ok... Then r we meeting later?
ham,Can ü send me a copy of da report?
ham,Have a nice day my dear.
ham,Yup next stop.
ham,Well I'm going to be an aunty!
ham,Jus finish bathing...
ham,Hi Harish's rent has been transfred to ur Acnt.
ham,I'm gonna rip out my uterus.
ham,But you dint in touch with me.
ham,"Sorry, I'll call later in meeting"
ham,You call him and tell now infront of them. Call him now.
ham,Ok...
ham,"A famous quote : when you develop the ability to listen to 'anything' unconditionally without losing your temper or self confidence, it means you are ......... 'MARRIED'"
ham,No my mum went 2 dentist.
ham,I have a rather prominent bite mark on my right cheek
ham,Long after I quit. I get on only like 5 minutes a day as it is.
ham,Dunno lei he neva say...
ham,:-( sad puppy noise
spam,"Urgent! call 09066612661 from landline. Your complementary 4* Tenerife Holiday or £10,000 cash await collection SAE T&Cs PO Box 3 WA14 2PX 150ppm 18+ Sender: Hol Offer"
ham,"Goodmorning,my grandfather expired..so am on leave today."
spam,As one of our registered subscribers u can enter the draw 4 a 100 G.B. gift voucher by replying with ENTER. To unsubscribe text STOP
ham,"Dear Hero,i am leaving to qatar tonite for an apt opportunity.pls do keep in touch at &lt;EMAIL&gt; ,kerala"
ham,"I have 2 sleeping bags, 1 blanket and paper and phone details. Anything else?"
ham,"I am real, baby! I want to bring out your inner tigress..."
ham,So how's the weather over there?
ham,No. I meant the calculation is the same. That &lt;#&gt; units at &lt;#&gt; . This school is really expensive. Have you started practicing your accent. Because its important. And have you decided if you are doing 4years of dental school or if you'll just do the nmde exam.
ham,"Hi Shanil,Rakhesh here.thanks,i have exchanged the uncut diamond stuff.leaving back. Excellent service by Dino and Prem."
ham,WE REGRET TO INFORM U THAT THE NHS HAS MADE A MISTAKE.U WERE NEVER ACTUALLY BORN.PLEASE REPORT 2 YOR LOCAL HOSPITAL 2B TERMINATED.WE R SORRY 4 THE INCONVENIENCE
spam,we tried to contact you re your response to our offer of a new nokia fone and camcorder hit reply or call 08000930705 for delivery
spam,"You have been specially selected to receive a ""3000 award! Call 08712402050 BEFORE the lines close. Cost 10ppm. 16+. T&Cs apply. AG Promo"
ham,"Me also da, i feel yesterday night wait til 2day night dear."
spam,Bored housewives! Chat n date now! 0871750.77.11! BT-national rate 10p/min only from landlines!
ham,Sorry da..today i wont come to play..i have driving clas..
ham,Great. Hope you are using your connections from mode men also cos you can never know why old friends can lead you to today
ham,Fine. Do you remember me.
ham,"I wasn't well babe, i have swollen glands at my throat ... What did you end up doing ?"
ham,Also remember the beads don't come off. Ever.
ham,Your bill at 3 is £33.65 so thats not bad!
ham,I love you. You set my soul on fire. It is not just a spark. But it is a flame. A big rawring flame. XoXo
ham,Yes :)it completely in out of form:)clark also utter waste.
ham,Lol please do. Actually send a pic of yourself right now. I wanna see. Pose with a comb and hair dryer or something.
ham,K I'll be there before 4.
ham,Kallis wont bat in 2nd innings.
ham,"Anyway I don't think I can secure anything up here, lemme know if you want me to drive down south and chill"
ham,Oh that was a forwarded message. I thought you send that to me
ham,Hi di is yijue we're meeting at 7 pm at esaplanade tonight.
ham,"Just arrived, see you in a couple days &lt;3"
ham,"Once a fishrman woke early in d mrng. It was very dark. He waited a while &amp; found a sack ful of stones. He strtd throwin thm in2 d sea 2 pass time. Atlast he had jus 1stone, sun rose up &amp; he found out tht those r nt stones, those were diamonds. Moral:""Dont wake up early in d mrng'' GOOD night"
ham,Okie
spam,Dont forget you can place as many FREE Requests with 1stchoice.co.uk as you wish. For more Information call 08707808226.
ham,What u mean u almost done? Done wif sleeping? But i tot u going to take a nap.. Yup i send her liao so i'm picking her up at ard 4 smth lor..
ham,Goin to workout lor... Muz lose e fats...
ham,Check mail.i have mailed varma and kept copy to you regarding membership.take care.insha allah.
spam,"You are guaranteed the latest Nokia Phone, a 40GB iPod MP3 player or a £500 prize! Txt word: COLLECT to No: 83355! IBHltd LdnW15H 150p/Mtmsgrcvd18"
ham,Ok... Let u noe when i leave my house.
ham,"Not yet chikku..k, then wat abt tht guy did he stopped irritating or msging to u.."
ham,Goodmorning today i am late for &lt;DECIMAL&gt; min.
ham,"Under the sea, there lays a rock. In the rock, there is an envelope. In the envelope, there is a paper. On the paper, there are 3 words... '"
ham,Would me smoking you out help us work through this difficult time
ham,Shall I bring us a bottle of wine to keep us amused? Only joking! I'll bring one anyway
ham,For fear of fainting with the of all that housework you just did? Quick have a cuppa
ham,"Honeybee Said: *I'm d Sweetest in d World* God Laughed &amp; Said: *Wait,U Havnt Met d Person Reading This Msg* MORAL: Even GOD Can Crack Jokes! GM+GN+GE+GN:)"
ham,No message..no responce..what happend?
ham,"Thank you. And by the way, I just lost."
